"word","pos","hyphenation","ethymology","meaning"
"trubka","podstatné jméno","trub-ka","* Označení hudebního nástroje je deminutivum slova trouba, utvořeného ze staroněmeckého Trumba, pocházejícího z románského tromba. Italská zdrobnělina je trombetta, z toho vychází německé Trompete a české trompeta či trumpeta. Kořenem je indoevropský tvar tram.","1) předmět ve tvaru válce dutinou podél osy 2) dechový žesťový hudební nástroj se širokým nátrubkem"
"truhla","podstatné jméno","truh-la","Z německého Truhe.","1) nízký kus nábytku sloužící jako úložný prostor 2)  rakev"
"trůn","podstatné jméno","trůn","z řeckého θρόνος (thronos, „vyvýšená židle“).","1) oficiální židle nebo křeslo, na kterém sedí monarcha při státních nebo slavnostních příležitostech 2)  monarchie nebo vládnoucí moc"
"trup","podstatné jméno","trup","Význam „část těla“ je zřejmě sémantický kalk podle polského trup a ruského труп s významem „mrtvola“.","1) část těla bez hlavy končetin 2) hlavní část předmětu nebo objektu"
"tryska","podstatné jméno","trys-ka, try-ska","Přestože slovo vykazuje vnější podobnost se slovesem tryskat, ve skutečnosti s ním nesouvisí. Je příbuzné s moravskými termíny trýstka či tréstka znamenajícími troubel, či původně obecněji jakoukoli rourku, nejpůvodněji ovšem stéblo – třtinu. Podobnost s tryskat nicméně pomohla jeho rozšíření v příbuzném významu a to nejprve v automobilismu, kde bylo chápáno jako slovo odvozené.","1) zařízení určující charakter výstupního proudu 2)  část dýmky mezi hlavičkou náustkem, respektive mezi krčkem náustkem"
"tucet","podstatné jméno","tu-cet","Slovo pochází z latinského duodecim, dvanáct. Do češtiny se dostalo přes francouzštinu (douze, dvanáct > dozeine, dnes douzaine) a následně němčinu (Totzan, Totzen, Tutzend, Tutzet, dnes Dutzend).","1)  dvanáct kusů 2)  mnoho"
"tumpachový","přídavné jméno","tum-pa-cho-vý","Ve významu „zmatený“ pravděpodobně není odvozen od slova tombakový, tompachový, avšak ze středohornoněmeckého tumphaft, odkud i německé dumpf — „tupý, omezený“ (člověk).","1)  tombakový 2)  zmatený, popletený, hloupý, tupý"
"tupý","přídavné jméno","tu-pý","Všeslovanské. Polské tępy, ruské тупой, srbochorvatské tup, církevněslovanské tǫpъ – tupý, tlustý. Praslovanské *tǫpъ nemá jistý původ. Srovnává se s německým stumpf téhož významu, stampfen – tlouci, jež vychází z indoevropského *stemb-, od něhož je i řecké στέμβω – pěchuji, tupím, od varianty *ste(m)bh- sem patří např. litevské stambus – hrubý, sanskrtské stambhate – podpírá, zadržuje. Pro *tǫpъ je třeba vycházet z indoevropského *stemp-, *stomp-, od něhož je i *stopati. Původní význam těchto příbuzných indoevropských kořenů je podpírat, zadržovat, tlačit, udupávat apod., původní význam praslovanského *tǫpъ by tedy byl utlačený, zbavený výraznosti apod., z čehož dobře vysvětlíme i význam slovesa hanobit, ničit (v češtině a polštině). Jiný výklad spojuje s litevským tampýti – táhnout, staroislandským Ƿambr – tlustý, vzdutý, latinským tempus – čas, vše od indoevropského *temp- – táhnout, napínat.","1) nemající ostrou špičku nebo hranu 2)  hloupý"
"turek","podstatné jméno","tu-rek","Apelativizace propria Turek.","1) rod tykve (Cucurbita pepo) 2)  turecká káva 3)  turecký záchod 4) sed se zkříženýma nohama"
"tvar","podstatné jméno","tvar","Doloženo až od národního obrození, pravděpodobně obměna slov tvář nebo vytvářeti.","1) vnější podoba 2) pozměněná podoba slova"
"tvrdit","sloveso","tvr-dit","* Z českého slova tvrdý.","1) jistotou říkat, prohlašovat 2) činit tvrdším"
"tyran","podstatné jméno","ty-ran","Přejato přes latinské tyrannus ze starořeckého τύραννος (tyrannos), původně neutrálního označení pro osoby z prostého lidu, které se státním převratem ujaly moci. Do starořečtiny přešlo nejspíš z nějakého maloasijského jazyka. Hanlivý nádech získalo slovo až v 6. století př. n. l. po nastolení demokracie. Etymologicky nijak nesouvisí se slovesem týrat, jež je slovanského původu.","1) člověk, krutě uplatňující svoji nadvládu nad ostatními 2)  starořecký samovládce, tyrannos"
"událost","podstatné jméno","udá-lost","Vychází z předpony u- a kořenu, který souvisí se slovem dít se a do kterého pronikla samohláska a staročeskými hláskovými změnami z *dějati na ďáti a ztvrdnutím pod vlivem slova dát na dáti. Slovo dít se se vyvinulo ze staročeského dieti, k němuž lze najít ekvivalenty ve všech slovanských jazycích. Praslovanské *děti, *dějati mají kořen *dě-, který vychází z indoevropského *dhē- („klást, stavět“).","1) důležitý děj ohraničený v]] [[čase 2)  zpráva [[o]] události [1]"
"úder","podstatné jméno","úder","Porovnej s ekvivalentními výrazy v ostatních slovanských jazycích — slovenským úder; ruským, bulharským a ukrajinským удар; běloruským ўдар; srbským ударац; bosenským udarac a polským uderzenie.","1) prudký náraz předmětu nebo nástroje, zpravidla doprovázený krátkotrvajícím hlukem 2) prudký, silný útok 3) stah srdce"
"uhlík","podstatné jméno","uh-lík","* z českého uhel","1) chemický prvek atomovým číslem 6 2)  atom uhlíku (1) 3) kus žhavého materiálu, nejčastěji uhlí nebo dřeva"
"újezd","podstatné jméno","újezd","V původním významu (2) slovo vyjadřovalo skutečnost, že při darování pozemků z knížecího majetku se objížděly hranice nově vzniklého území.","1) administrativní oblast pod správou armády, sloužící pro výcvik 2)  území vydělené darováním z]] statků"
"ukazatel","podstatné jméno","uka-za-tel","Kořen slovesa ukázat/ukazovat + -a- + činitelská přípona -tel. Srovnej ukazovatel. Pravděpodobně kalk latinského indicator či německého Zeiger.","1) cedule zpravidla znázorňující polohu, rozcestník 2) (informatika) datový typ uchovávající umístění v paměti"
"ulice","podstatné jméno","uli-ce","Ke slovu lze najít ekvivalenty ve všech slovanských jazycích. Praslovanské *ulica (původně „úzká, sevřená cesta“) vychází z indoevropského *aulo- („podlouhlá dutina, trubice“).","1) komunikace zastavěné části obce 2)  veřejnost"
"ulička","podstatné jméno","ulič-ka","Substantivum ulice zdrobnělé pomocí přípony -ička.","1)  ulice 2) volné místo mezi řadami sedadel"
"úpis","podstatné jméno","úpis","Deverbativum, které vychází ze slovesa upsat (se).","1) formální, většinou písemné potvrzení faktu, že dotyčný dluží peníze jiné osobě nebo instituci hodlá je splatit 2) proces získávání nových akcionářů při založení akciové společnosti nebo při zvýšení základního jmění"
"urazit","sloveso","ura-zit","Utvořeno od razit, které pochází od ráz. Je etymologicky příbuzné s řezat.","1) způsobit někomu urážku 2) zdolat, překonat vzdálenost 3) úderem odlomit"
"urna","podstatné jméno","ur-na","Z latinského urna 'nádoba, hrnec; popelnice; osudí', jež souvisí s latinským urceus 'džbán(ek)', základem asi bude indoevropské * u er- 'kroutit, točit' (totiž na hrnčířském kruhu).","1) nádoba určená pro přechovávání zpopelněných ostatků zesnulého 2) schránka sloužící k]] tajného hlasování, např. voleb. 3) nádoba k]] [[losování"
"Ústí","podstatné jméno","Ús-tí","Odvozeno ze staročeského ústie, které vyšlo z praslovanského *ustБje, „ústí“ (vtok do řeky).","1) název několika českých obcí 2) součást názvu několika českých obcí"
"vak","podstatné jméno","vak","Ze středohornoněmeckého wâtsack, vyslovovaného, doloženého ve 13. století, jenž vzniklo jako složenina slov wât — „šat“ a sack — „pytel, tlumok, batoh“, označující v té době cestovní zavazadlo, vzniklo české váček. Slovo „vak“ bylo odvozeno později odstraněním domnělé zdrobnělinové koncovky a význam se přenesl i na jiné vaky.","1) měkké pouzdro na předměty s]] jednom konci 2)  dutina na břiše samic vačnatců, sloužící k]] mláďat"
"Valach","podstatné jméno","Va-lach","Jméno rumunských Valachů je odvozeno od keltského podunajského kmene Volků.","1) obyvatel Valašska 2) obyvatel Valašska 3)  Rumun"
"valný","přídavné jméno","val-ný","Význam dobrý, hodnotný vznikl přenesením ze spojení valné sukno, tj. takové, které lze dobře válet na valše.","1) mající přiměřenou kvalitu 2) zahrnující mnoho členů či složek 3)  valící se"
"Varšava","podstatné jméno","Var-ša-va","Z polského Warszawa. Srovnej příponu -ava.","1) hlavní město Polska 2)  političtí zástupci Polska"
"večerníček","podstatné jméno","ve-čer-ní-ček","Zdrobnělina substantiva večerník.","1)  večerník 2) malý zvon, kterým se zvoní klekání 3) typ krátkého televizního pořadu pro děti, určeného původně k]] [[vysílání v]] [[podvečer"
"velbloud","podstatné jméno","vel-bloud","Převzato z praslovanštiny, kde označení vzniklo z gótského ulbandus, odvozeného z latinského elephantus — „slon“.","1) přežvýkavec čeledi velbloudovitých 2)  hlupák; nadávka 3)  nadjezd místě křížení lyžařských tratí"
"veličina","podstatné jméno","ve-li-či-na","Příbuzné se slovem veliký, k němuž lze najít ekvivalenty ve všech slovanských jazycích a k němuž existuje mnoho odvozených forem, např. staročeské veličiti, podle Machka byla však veličina přejata z ruštiny. Praslovanské *velikъ je odvozeno od *velъ, které má nejisté souvislosti, ale spojuje se indoevropským *u̯el- s původním významem „tisknout, tlačit, směstnávat“.","1) (odborně) označení pro způsob kvantitativního vyjádření vlastnosti 2)  významný člověk"
"velký","přídavné jméno","vel-ký","Z praslovanské varianty se postupně vyvinula česká velký a veliký i ostatní slovanské varianty: staroslověnské великъ, ruské a ukrajinské великий, staroruské великъ, bulharské велик, srbské велики, slovinské a chorvatské velik, slovenské veliký, veľký, polské wielki, hornolužické wulki a dolnolužické wjeliki. Příbuznými slovy jsou také tocharské A wäl a tocharské B walo (obojí kníže, panovník) a tocharské B walke (dlouhodobý, dlouhotrvající, trvalý), řecké ἄλις (dost) a εἴλω, εἰλέω (svírám, mačkám). Někdy se dává do souvislosti se staroslověnským велѣти (velet), волѩ (vůle, svoboda) a валити (valit), s latinským veleo (jsem při síle, silný, zdráv) nebo s řeckým ἑλικόν ̇ ὀρθόν.","1) značných rozměrů, zrakem snadno rozeznatelný či postřehnutelný dálky 2) značného rozsahu či intenzity 3) určitých rozměrů 4) mající nadměrné rozměry 5) vysoce postavený 6) starší než dítě 7) významný"
"verbální","přídavné jméno","ver-bál-ní","Odvozeno od latinského substantiva verbum – slovo, sloveso.","1) týkající se slov, vyjádřený slovy 2)  týkající se slovesa"
"veršotepec","podstatné jméno","ver-šo-te-pec","* složením slov verš a -tepec","1)  básník („ten, kdo tepá verše“) 2)  špatný, podřadný básník"
"věrtel","podstatné jméno","věr-tel","Z německého Viertel (čtvrtina).","1) stará jednotka objemu 2) stará plošná míra"
"vesměs","příslovce","ve-s-měs","Příslovečná spřežka vzniklá spojením předložky ve a substantiva směs.","1) ve většině případů 2)  ve všech případech"
"vesmír","podstatné jméno","ves-mír","* Z ruského весь мир (ves mir – „celý svět“), začalo se používat v době národního obrození místo staročeského vesvět.","1) všechno, co fyzicky existuje; celý časoprostor veškerou hmotou energií 2) vše, co se nachází mimo Zemi 3) jeden mnoha víceméně nezávislých, hypotetických světů, obvykle nazývaný paralelní vesmír; část mnohovesmíru 4)  svět určitého člověka, často nejen skutečnost, ale jeho vlastní představy o]] [[okolním světě"
"vévoda","podstatné jméno","vé-vo-da","Z praslovanského *vojevoda (zřejmě kalk z řečtiny), tedy vlastně ""ten, kdo vede voje, vojsko"". Srovnej např. vojvoda, polské wojewoda či ruské воевода téhož významu, co do způsobu tvoření i německé Herzog či řecké στρατηγός téhož či přibližně téhož významu.","1) panovnický titul 2) vysoký šlechtický titul 3)  vojevůdce"
"vezdejší","podstatné jméno","ve-zdej-ší","Vyvinulo se ze staročeského veždajší, odvozeného ze slova veždy, chybným čtením ve tvaru vezdajší. Po přeměně samohlásky a v e začalo být mylně považováno za příbuzné příslovci zde, což dalo vznik významu „pozemský, zdejší“.","1)  všední, každodenní 2)  pozemský"
"vězení","podstatné jméno","vě-ze-ní","Verbální substantivum odvozené od slovesa vězet nebo zastaralého vězit.","1) zařízení, ve kterém se vykonává trest odnětí svobody 2) trest odnětí svobody 3)  stav vězeného, pobyt v]]e [[vězení (1, 2) nebo v]] [[zajetí 4) stav vězícího"
